sentence|category
The red and white flag fluttered in the wind.|2
Those roses aren't as beautiful as these.|1
The Romans are famous for their aqueducts.|1
I don't like castling.|1
The lifeguards are here to protect us.|1
The journey to China was strenuous, so I'm rather tired.|2
The region boasts the most beautiful women in the country.|2
The government should invest more money in agriculture.|1
The government should take targeted measures to eliminate unemployment.|2
The rainy season has set in.|1
Tom isn't the one that makes the rules.|1
The caterpillar transformed into a beautiful butterfly.|1
Processionary caterpillars can cause rashes and breathing problems.|1
The robbers fell on him from behind the trees.|2
The robbers appeared out of the shade and rushed him.|2
The U.S. gun ownership rate is the highest in the world.|2
Heaven's vengeance is slow but sure.|1
The quality of their products has gone down over the years.|2
Psychoanalysis is to psychology as alchemy is to chemistry.|2
Fossil fuel prices shot through the roof.|1
The policemen demanded higher wages.|1
The police officers were playing chess at the police station.|2
The police used tear gas against the protesting students.|2
The police lowered their weapons.|1
The police persuaded her not to jump off the bridge.|2
The police are still looking for him.|1
Tom was fingerprinted by the police.|1
The police didn't let Tom talk to Mary.|1
The police have set up roadblocks.|1
The police didn't believe her story.|1
The police think that Tom might've poisoned Mary.|1
The police suspect that a disgruntled former employee was the one who set the factory on fire.|2
The police caught the thief.|1
The police found Tom's body on the kitchen floor.|2
The police asked Tom to tell them what the intruder was wearing.|2
They place themselves in the vicinity of other larger companies.|2
The pizza was cooked in a wood-fired oven.|1
The pizza was expensive.|1
The only limit is your imagination.|1
The plums were ripe.|1
The passengers were asleep in their cabins when the ship hit a huge iceberg.|2
“The pandemic is a once-in-a-century health crisis, the effects of which will be felt for decades to come,” Tedros said.|2
The pandemic has proven that a health crisis is not just a health crisis, it’s a social, economic, political and humanitarian crisis.|3
Holding the Olympics where there's severe atmospheric pollution gives rise to a great risk for athletes.|2
Official business is never urgent.|1
I work as a cook on Tuesdays.|1
I work as a cook on Tuesdays.|1
Losing injured their pride.|1
The new theory is too abstract for ordinary people.|2
The new neighbours have arrived.|1
The new machine brought in a lot of money.|2
The names are in alphabetical order.|1
The night was so dark, almost as dark as her heart.|2
Nighttime is my favorite time of the day.|1
I'll be in Morocco for the next seven years.|2
NASA’s next Mars rovers, Spirit and Opportunity, were each the size of a golf cart.|2
The next stop is Aquincum.|1
The news hit me like a bolt from the blue.|2
The news is of great importance.|1
The news added to his anxiety.|1
He was surprised at the news.|1
I don't want the neighbours to know about it.|2
The neighbour has just got back.|1
Alex' mother lapsed into a coma not long before the fall of the Berlin Wall.|2
Our colleague's mother has died.|1
My mother's mother is my maternal grandmother.|1
They must be very poor.|1
They were probably rich.|1
The movers didn't break anything.|1
The milk smells bad.|1
The government of Mexico surrendered.|1
The method Tom suggested might work.|1
The people almost starved during the terrible winter.|1
People in those olden times had convictions; we moderns only have opinions, and it takes more than a mere opinion to erect a Gothic cathedral.|3
The crowd burst into a standing ovation.|1
The crowds broke into loud cheers.|1
Most accidents happen near home.|1
Most serious riders own their own saddles.|1
Most of my friends grew up around here.|1
Most of my cousins live in Madrid.|1
That isn't how most people do that.|1
That isn't the way most people do that.|1
Most people will refuse to admit they've made a mistake.|2
Most boys like baseball.|1
Most of her friends are boys.|1
Most of the Finnish people are very friendly to Chinese people.|2
Most people find this boring.|1
I've read most of these books already.|1
Most people I know enjoy swimming.|1
Most foreigners will never fully master the use of German modal particles.|2
Most Americans were in favor of it.|1
Most Americans were for it.|1
Most Americans supported the decision.|1
The medicine had a wonderful effect on him.|1
The sailors are on deck.|1
The machine generated large amounts of electricity.|1
Those men are speaking French.|1
Not all of those men are doctors.|1
The client talked with the lawyer.|1
The mafia is also called the Cosa Nostra.|1
The girls weren't timid.|1
The girls you were talking to used to be my students.|2
The girls you were talking to are my students.|2
Girls love Tom.|1
The girls laughed at Tom.|1
The airbags failed to deploy.|1
The air is really dry.|1
The air in this room is foul.|1
The air mainly consists of oxygen and nitrogen.|1
The air mainly consists of oxygen and nitrogen.|1
The pay cuts didn't go down well with the company staff.|2
Love doesn't respect color, distance or age.|1
Love always wins.|1
Love is over when one has forgotten what it is to miss.|2
Love is a temporary insanity curable by marriage.|1
The love of your life will appear in front of you unexpectedly.|2
The people know what you are talking about.|1
People showered words of praise on the hero.|1
The people stood up and began to sing.|1
People say that he is the richest man in this town.|2
The people in the village fell ill one after another.|2
The last person I would trust a secret to is Mary.|2
The ladder is stood against the wall.|1
The ladder is propped against the wall.|1
Rigor mortis has yet to set in.|1
The teacher pointed his finger at me and asked me to follow him.|2
The legend has come down in this district from olden times.|2
The quality of life in Munich is very high.|2
The lava is destroying everything in its path.|1
The lava destroyed everything in its path.|1
The landscapes are simply fantastic.|1
Stores are crowded just before Christmas.|1
The cowl does not make the monk.|1
The artist is painting a picture.|1
The royal jewels are kept under lock and key.|2
The critic wrote a searing review of the book.|2
Canada's crime rate is decreasing.|1
The crossroads where the accident happened is near here.|2
That tie looks just like the one Tom is wearing.|2
The crow flew away.|1
The structure isn't strong enough to support so much weight.|2
They cannot afford a holiday.|1
The comment section is a microcosm of the larger cultural debate taking place.|2
The smaller planets hovering around the planet Jupiter reminded him of the guards surrounding a king when he walked outdoors, and Kepler called them satellites.|3
Clothes don't matter nearly as much as the person wearing them.|2
The fruiting season for the cherry trees is from June to July.|2
The church bells ring at noon.|1
The church bells chime at noon.|1
The church is decorated with flowers for the wedding.|2
Children grow up so quickly.|1
The children are playing in the sand.|1
The kids play in the park.|1
The children are playing in the park.|1
The children are playing football in the street.|1
The kids are sleepy.|1
